6.055216730936533,7.0
5.974106358645839,6.0
6.240611867600978,5.0
6.032042338853478,7.0
6.28696065176709,8.0
5.823472810105978,5.0
5.904583182396672,6.0
5.904583182396672,6.0
5.939344770521255,6.0
5.974106358645839,6.0
6.28696065176709,7.0
6.078391123019589,6.0
5.997280750728894,5.0
6.113152711144172,7.0
6.113152711144172,7.0
5.997280750728894,6.0
5.840853604168269,6.0
6.055216730936533,7.0
5.792573620661903,5.0
5.962519162604311,8.0
6.1710886913518115,7.0
6.078391123019589,6.0
5.788711221981393,5.0
5.881408790313616,7.0
6.0088679467704225,6.0
6.217437475517923,8.0
6.229024671559451,7.0
6.194263083434867,8.0
6.194263083434867,8.0
5.742362437815283,5.0
5.800298418022922,5.0
6.055216730936533,6.0
6.014661544791187,6.0
6.113152711144172,6.0
5.997280750728894,7.0
5.777124025939866,6.0
5.730775241773754,5.0
6.159501495310284,8.0
5.835060006147505,6.0
5.869821594272088,6.0
5.962519162604311,6.0
6.124739907185701,6.0
5.869821594272088,7.0
5.904583182396672,7.0
5.730775241773754,5.0
5.962519162604311,6.0
5.9277575744797275,6.0
6.147914299268756,7.0
6.252199063642506,7.0
5.811885614064449,6.0
6.089978319061117,6.0
5.9277575744797275,7.0
5.892995986355144,6.0
6.113152711144172,7.0
5.792573620661903,5.0
5.75394963385681,6.0
5.800298418022922,6.0
5.869821594272088,7.0
5.75394963385681,5.0
5.835060006147505,5.0
5.892995986355144,5.0
5.9161703784382,7.0
5.869821594272088,6.0
5.869821594272088,6.0
5.8466472021890326,6.0
5.974106358645839,6.0
5.947069567882278,6.0
6.182675887393339,7.0
6.101565515102645,6.0
5.6844264576076435,5.0
5.8466472021890326,5.0
6.043629534895006,6.0
5.730775241773754,6.0
5.765536829898338,7.0
5.75394963385681,6.0
5.9161703784382,6.0
6.275373455725562,7.0
5.765536829898338,5.0
5.742362437815283,5.0
5.765536829898338,5.0
5.939344770521255,7.0
5.858234398230561,6.0
5.904583182396672,7.0
5.9161703784382,5.0
